WBS,Lot ID,Factory,BU,Dpmt,Total_Lots,3300_EUV,3400_EUV,Year,JPN_YTD,Month
BU,AX201800,FEB,FID,FID,325,0,40.17,12/1/2018,FY56,12/1/2018
BU,AX811657,FRD,ES,PE2,4,0,0,1/1/2019,FY56,1/1/2019
BU,AX811660,FRD,ES,PE1,1,0,0,1/1/2019,FY56,1/1/2019
BU,AX200018,FRD,ES,APD,11,0,1.19,1/1/2022,FY59,1/1/2022
FRD,AX225088,ISP,ISP,FEB,7,0,0,9/1/2022,FY60,9/1/2022
BU,AX900753,FEB,FID,FEB,4,0,0,1/1/2019,FY56,1/1/2019
FRD,AX223733,ISP,ISP,FEB,7,0,0,9/1/2022,FY60,9/1/2022
BU,AX900861,FKL,CT,PT,5,0,0,1/1/2019,FY56,1/1/2019
FRD,AX227269,ISP,ISP,FEB,8.36,0,0,10/1/2022,FY60,10/1/2022
FRD,AX230378,ISP,ISP,FEB,8.36,0,0,11/1/2022,FY60,11/1/2022
BU,AX900919,FKL,CT,PT,3,0,0,1/1/2019,FY56,1/1/2019
BU,AX201901,FKL,CT,PT,0,11.03,0,1/1/2019,FY56,1/1/2019
FRD,AX225088,ISP,ISP,FEB,4,0,0,12/1/2022,FY60,12/1/2022
BU,AX911741,FRD,ES,PE2,35,0,0,1/1/2019,FY56,1/1/2019
BU,AX811659,FRD,ES,PE2,3,0,0,1/1/2019,FY56,1/1/2019
BU,AX811705,FKL,CT,PT,5,3.71,0,1/1/2019,FY56,1/1/2019
FRD,AX223733,ISP,ISP,FEB,5,0,0,12/1/2022,FY60,12/1/2022
BU,AX811338,FRD,ES,ZPRO,0,0.87,0,1/1/2019,FY56,1/1/2019
BU,AX811180,FRD,ES,PE2,25,0,0,1/1/2019,FY56,1/1/2019
BU,AX811181,FKL,CT,PT,0,0.41,0,1/1/2019,FY56,1/1/2019
BU,AX811363,FKL,CT,PT,0,2.61,0,1/1/2019,FY56,1/1/2019
BU,AX810519,FEB,FID,FTCA,0,1.98,0,1/1/2019,FY56,1/1/2019
FRD,AX300024,ISP,ISP,FEB,8.36,0,0,1/1/2023,FY60,1/1/2023
BU,AX902220,FTS,ES,PT,3,0,0,2/1/2019,FY56,2/1/2019
BU,AX902125,FRD,ES,PE2,8,0,0,2/1/2019,FY56,2/1/2019
BU,AX902124,FRD,ES,PE2,6,0,0,2/1/2019,FY56,2/1/2019
BU,AX902093,FKL,FPS,PT,4,0,0,2/1/2019,FY56,2/1/2019
BU,AX901692,FRD,ES,ZPRO,3,2.03,0,2/1/2019,FY56,2/1/2019
BU,AX901084,FKL,CT,PT,2,3.57,0,2/1/2019,FY56,2/1/2019
BU,AX901180,FEB,FID,FRD,9,0,0,2/1/2019,FY56,2/1/2019
FRD,AX302788,ISP,ISP,FEB,8.36,0,0,1/1/2023,FY60,1/1/2023
FRD,AX300024,ISP,ISP,FEB,5,0,0,2/1/2023,FY60,2/1/2023
BU,AX901550,FKL,CT,PT,6,0,0,2/1/2019,FY56,2/1/2019
BU,AX900919,FKL,CT,PT,2,0,0,2/1/2019,FY56,2/1/2019
BU,AX901457,FRD,ES,PE1,18,0,0,2/1/2019,FY56,2/1/2019
BU,AX900861,FKL,CT,PT,0,1.33,0,2/1/2019,FY56,2/1/2019
FRD,AX302788,ISP,ISP,FEB,5,0,0,2/1/2023,FY60,2/1/2023
FRD,AX306629,ISP,ISP,FEB,13.36,0,0,2/1/2023,FY60,2/1/2023
BU,AX806565,FTS,ES,PT,1,0,0,2/1/2019,FY56,2/1/2019
BU,AX201901,FKL,CT,PT,0,9.73,0,2/1/2019,FY56,2/1/2019
BU,AX811180,FRD,ES,PE2,1,0,0,2/1/2019,FY56,2/1/2019
BU,AX808199,FEB,FID,FRD,9,0,0,2/1/2019,FY56,2/1/2019
FRD,AX223733,ISP,ISP,FEB,1,0,0,2/1/2023,FY60,2/1/2023
BU,AX811180,FRD,ES,PE2,1,0,0,3/1/2019,FY56,3/1/2019
BU,AX901180,FEB,FID,FRD,18,0,0,3/1/2019,FY56,3/1/2019
BU,AX903007,FKL,CT,PT,5,0,0,3/1/2019,FY56,3/1/2019
BU,AX901457,FRD,ES,PE1,14,0,0,3/1/2019,FY56,3/1/2019
FRD,AX302788,ISP,ISP,FEB,1,0,0,3/1/2023,FY60,3/1/2023
BU,AX809592,FEB,FID,FRD,0,0.31,0,3/1/2019,FY56,3/1/2019
BU,AX901550,FKL,CT,PT,0,0.35,0,3/1/2019,FY56,3/1/2019
FRD,AX306629,ISP,ISP,FEB,3,0,0,3/1/2023,FY60,3/1/2023
BU,AX902093,FKL,FPS,PT,7,0,0,3/1/2019,FY56,3/1/2019
BU,AX902124,FRD,ES,PE2,8,0,0,3/1/2019,FY56,3/1/2019
BU,AX902843,FRD,ES,PE3,7,0,0,3/1/2019,FY56,3/1/2019
FRD,AX227269,ISP,ISP,FEB,1,0,0,3/1/2023,FY60,3/1/2023
BU,AX902599,FRD,ES,PE2,5,1.71,0,3/1/2019,FY56,3/1/2019
BU,AX806565,FTS,ES,PT,1,0,0,3/1/2019,FY56,3/1/2019
BU,AX902125,FRD,ES,PE2,5,0,0,3/1/2019,FY56,3/1/2019
BU,AX902593,FRD,ES,ZPRO,3,0.85,0,3/1/2019,FY56,3/1/2019
BU,AX902515,FRD,ES,PE2,2,1.73,0,3/1/2019,FY56,3/1/2019
BU,AX902220,FTS,ES,PT,16,0,0,3/1/2019,FY56,3/1/2019
BU,AX902514,FRD,ES,PE2,30,0,0,3/1/2019,FY56,3/1/2019
BU,AX903008,FKL,CT,PT,5,0,0,3/1/2019,FY56,3/1/2019
BU,AX901084,FKL,CT,PT,0,1.19,0,3/1/2019,FY56,3/1/2019
BU,AX902154,FKL,FPS,PT,11,0,0,3/1/2019,FY56,3/1/2019
BU,AX811666,FRD,ES,PE2,1,0,0,3/1/2019,FY56,3/1/2019
BU,AX811660,FRD,ES,PE1,1,0,0,3/1/2019,FY56,3/1/2019
FRD,AX300024,ISP,ISP,FEB,3,0,0,3/1/2023,FY60,3/1/2023
BU,AX903418,FEB,FID,FRD,2,0,0,3/1/2019,FY56,3/1/2019
BU,AX903417,FRD,ES,PE3,5,0,0,3/1/2019,FY56,3/1/2019
BU,AX902314,FKL,CT,PT,2,0.72,0,3/1/2019,FY56,3/1/2019
BU,AX811661,FEB,FID,FEB,1,0,0,3/1/2019,FY56,3/1/2019
BU,AX903085,FRD,ES,PE2,2,0,0,3/1/2019,FY56,3/1/2019
FRD,AX306629,ISP,ISP,FEB,2,0,0,4/1/2023,FY61,4/1/2023
BU,AX900861,FKL,CT,PT,0,0.89,0,3/1/2019,FY56,3/1/2019
BU,AX201901,FKL,CT,PT,0,2.77,0,3/1/2019,FY56,3/1/2019
BU,AX903084,FRD,ES,PE2,2,0,0,3/1/2019,FY56,3/1/2019
BU,AX900919,FKL,CT,PT,0,0.42,0,3/1/2019,FY56,3/1/2019
FRD,AX317748,ISP,ISP,FEB,8.36,0,0,4/1/2023,FY61,4/1/2023
BU,AX902514,FRD,ES,PE2,13,0,0,4/1/2019,FY57,4/1/2019
FRD,AX302788,ISP,ISP,FEB,2,0,0,4/1/2023,FY61,4/1/2023
FRD,AX312025,ISP,ISP,FEB,11.36,0,0,4/1/2023,FY61,4/1/2023
BU,AX904262,FRD,ES,PE2,2,0,0,4/1/2019,FY57,4/1/2019
BU,AX903085,FRD,ES,PE2,8,0,0,4/1/2019,FY57,4/1/2019
BU,AX904170,FRD,ES,PE2,25,0,0,4/1/2019,FY57,4/1/2019
BU,AX903417,FRD,ES,PE3,3,0,0,4/1/2019,FY57,4/1/2019
BU,AX903606,FRD,ES,ZPRO,3,1.1,0,4/1/2019,FY57,4/1/2019
BU,AX903607,FRD,ES,PE2,3,0.23,0,4/1/2019,FY57,4/1/2019
BU,AX903785,FRD,ES,ZPRO,3,0.98,0,4/1/2019,FY57,4/1/2019
BU,AX904308,FRD,ES,PE2,7,0,0,4/1/2019,FY57,4/1/2019
FRD,AX312025,ISP,ISP,FEB,3,0,0,5/1/2023,FY61,5/1/2023
BU,AX903084,FRD,ES,PE2,6,0,0,4/1/2019,FY57,4/1/2019
BU,AX903647,FRD,ES,PE1,17,0,0,4/1/2019,FY57,4/1/2019
BU,AX904171,FRD,ES,PE3,7,0,0,4/1/2019,FY57,4/1/2019
BU,AX904161,FRD,ES,PE2,5,1.46,0,4/1/2019,FY57,4/1/2019
BU,AX903008,FKL,CT,PT,0,3.68,0,4/1/2019,FY57,4/1/2019
FRD,AX317748,ISP,ISP,FEB,1,0,0,5/1/2023,FY61,5/1/2023
FRD,AX324381,ISP,ISP,FEB,8.36,0,0,6/1/2023,FY61,6/1/2023
BU,AX811660,FRD,ES,PE1,2,0.84,0,4/1/2019,FY57,4/1/2019
BU,AX201901,FKL,CT,PT,0,7.51,0,4/1/2019,FY57,4/1/2019
BU,AX900919,FKL,CT,PT,1,0,0,4/1/2019,FY57,4/1/2019
BU,AX901084,FKL,CT,PT,1,0.7,0,4/1/2019,FY57,4/1/2019
BU,AX903589,FRD,ES,PE2,4,1.21,0,4/1/2019,FY57,4/1/2019
BU,AX904312,FRD,ES,PE3,4,0,0,4/1/2019,FY57,4/1/2019
BU,AX901457,FRD,ES,PE1,1,0,0,4/1/2019,FY57,4/1/2019
BU,AX901180,FEB,FID,FRD,8,0,0,4/1/2019,FY57,4/1/2019
BU,AX811666,FRD,ES,PE2,3,0,0,4/1/2019,FY57,4/1/2019
BU,AX904261,FRD,ES,PE2,2,0,0,4/1/2019,FY57,4/1/2019
BU,AX806565,FTS,ES,PT,6,0,0,4/1/2019,FY57,4/1/2019
BU,AX904260,FRD,ES,PE2,2,0,0,4/1/2019,FY57,4/1/2019
BU,AX902220,FTS,ES,PT,7,0,0,4/1/2019,FY57,4/1/2019
FRD,AX317748,ISP,ISP,FEB,1,0,0,6/1/2023,FY61,6/1/2023
BU,AX904263,FRD,ES,PE2,3,0,0,4/1/2019,FY57,4/1/2019
BU,AX905701,FRD,ES,PE2,3,0,0,5/1/2019,FY57,5/1/2019
FRD,AX225088,ISP,ISP,FEB,1,0,0,6/1/2023,FY61,6/1/2023
BU,AX904170,FRD,ES,PE2,1,0,0,5/1/2019,FY57,5/1/2019
BU,AX905706,FRD,ES,PE3,5,0,0,5/1/2019,FY57,5/1/2019
BU,AX905599,FKL,CT,PT,2,0,0,5/1/2019,FY57,5/1/2019
BU,AX905601,FKL,CT,PT,4,0,0,5/1/2019,FY57,5/1/2019
BU,AX905648,FRD,ES,ZPRO,7,0,0,5/1/2019,FY57,5/1/2019
FRD,AX230378,ISP,ISP,FEB,1,0,0,6/1/2023,FY61,6/1/2023
BU,AX904946,FKL,FPS,PT,11,0,0,5/1/2019,FY57,5/1/2019
BU,AX905261,FRD,ES,PE3,7,0,0,5/1/2019,FY57,5/1/2019
FRD,AX312025,ISP,ISP,FEB,2,0,0,6/1/2023,FY61,6/1/2023
BU,AX904262,FRD,ES,PE2,1,1.72,0,5/1/2019,FY57,5/1/2019
BU,AX905033,FRD,ES,PE3,8,0,0,5/1/2019,FY57,5/1/2019
BU,AX904308,FRD,ES,PE2,0,1.2,0,5/1/2019,FY57,5/1/2019
BU,AX904945,FKL,FPS,PT,11,0,0,5/1/2019,FY57,5/1/2019
BU,AX905001,FRD,ES,ZPRO,4,0,0,5/1/2019,FY57,5/1/2019
FRD,AX327550,ISP,ISP,FEB,8.36,0,0,6/1/2023,FY61,6/1/2023
BU,AX904312,FRD,ES,PE3,4,0,0,5/1/2019,FY57,5/1/2019
BU,AX904261,FRD,ES,PE2,0,0.11,0,5/1/2019,FY57,5/1/2019
BU,AX904260,FRD,ES,PE2,0,0.11,0,5/1/2019,FY57,5/1/2019
BU,AX905510,FRD,ES,PE2,2,0,0,5/1/2019,FY57,5/1/2019
BU,AX904901,FKL,FPS,PT,11,0,0,5/1/2019,FY57,5/1/2019
BU,AX904263,FRD,ES,PE2,0,0.23,0,5/1/2019,FY57,5/1/2019
BU,AX901084,FKL,CT,PT,0,0.85,0,5/1/2019,FY57,5/1/2019
BU,AX902124,FRD,ES,PE2,2,0,0,5/1/2019,FY57,5/1/2019
BU,AX903647,FRD,ES,PE1,7,0,0,5/1/2019,FY57,5/1/2019
BU,AX201901,FKL,CT,PT,0,6.32,0,5/1/2019,FY57,5/1/2019
FRD,AX327550,ISP,ISP,FEB,2,0,0,7/1/2023,FY61,7/1/2023
BU,AX811660,FRD,ES,PE1,1,0,0,5/1/2019,FY57,5/1/2019
FRD,AX312025,ISP,ISP,FEB,2,0,0,7/1/2023,FY61,7/1/2023
BU,AX905844,FEB,FID,FEB,2,0,0,6/1/2019,FY57,6/1/2019
BU,AX905001,FRD,ES,ZPRO,1,0.9,0,6/1/2019,FY57,6/1/2019
FRD,AX331936,ISP,ISP,FEB,8.36,0,0,7/1/2023,FY61,7/1/2023
FRD,AX317748,ISP,ISP,FEB,2.7,0,0,7/1/2023,FY61,7/1/2023
BU,AX906195,FEB,FID,FEB,5,0,0,6/1/2019,FY57,6/1/2019
FRD,AX331367,ISP,ISP,FEB,8.36,0,0,7/1/2023,FY61,7/1/2023
BU,AX906188,FEB,FID,FEB,2,0,0,6/1/2019,FY57,6/1/2019
FRD,AX331367,ISP,ISP,FEB,1,0,0,8/1/2023,FY61,8/1/2023
BU,AX905510,FRD,ES,PE2,2,0,0,6/1/2019,FY57,6/1/2019
BU,AX905701,FRD,ES,PE2,0,0.51,0,6/1/2019,FY57,6/1/2019
FRD,AX324381,ISP,ISP,FEB,1,0,0,8/1/2023,FY61,8/1/2023
BU,AX905706,FRD,ES,PE3,3,0,0,6/1/2019,FY57,6/1/2019
BU,AX906935,FRD,ES,PE3,1,0,0,6/1/2019,FY57,6/1/2019
BU,AX905599,FKL,CT,PT,2,0,0,6/1/2019,FY57,6/1/2019
BU,AX905648,FRD,ES,ZPRO,8,0,0,6/1/2019,FY57,6/1/2019
FRD,AX317748,ISP,ISP,FEB,1,0,0,8/1/2023,FY61,8/1/2023
FRD,AX312025,ISP,ISP,FEB,1,0,0,9/1/2023,FY61,9/1/2023
BU,AX901180,FEB,FID,FRD,3,0,0,6/1/2019,FY57,6/1/2019
BU,AX906345,FRD,ES,ZPRO,4,0,0,6/1/2019,FY57,6/1/2019
FRD,AX346237,ISP,ISP,FEB,8.36,0,0,9/1/2023,FY61,9/1/2023
BU,AX903647,FRD,ES,PE1,3,0,0,6/1/2019,FY57,6/1/2019
BU,AX904170,FRD,ES,PE2,17,0,0,6/1/2019,FY57,6/1/2019
BU,AX904262,FRD,ES,PE2,0,0.49,0,6/1/2019,FY57,6/1/2019
FRD,AX331367,ISP,ISP,FEB,3,0,0,9/1/2023,FY61,9/1/2023
BU,AX906053,FRD,ES,PE2,3,0,0,6/1/2019,FY57,6/1/2019
BU,AX904308,FRD,ES,PE2,1,1.26,0,6/1/2019,FY57,6/1/2019
BU,AX906302,FRD,ES,PE3,7,0,0,6/1/2019,FY57,6/1/2019
BU,AX906795,FTS,ES,PT,1,0,0,6/1/2019,FY57,6/1/2019
BU,AX902220,FTS,ES,PT,11,0,0,6/1/2019,FY57,6/1/2019
BU,AX902125,FRD,ES,PE2,3,0,0,6/1/2019,FY57,6/1/2019
BU,AX904260,FRD,ES,PE2,1,2.17,0,6/1/2019,FY57,6/1/2019
BU,AX906378,FEB,FID,FEB,5,0,0,6/1/2019,FY57,6/1/2019
BU,AX902124,FRD,ES,PE2,4,0,0,6/1/2019,FY57,6/1/2019
BU,AX904261,FRD,ES,PE2,1,2.23,0,6/1/2019,FY57,6/1/2019
BU,AX906032,FRD,ES,PE2,2,0,0,6/1/2019,FY57,6/1/2019
BU,AX904263,FRD,ES,PE2,1,2.05,0,6/1/2019,FY57,6/1/2019
BU,AX906052,FRD,ES,PE2,3,0,0,6/1/2019,FY57,6/1/2019
BU,AX201901,FKL,CT,PT,0,15.38,0,6/1/2019,FY57,6/1/2019
BU,AX906188,FEB,FID,FEB,1,0,0,7/1/2019,FY57,7/1/2019
BU,AX906345,FRD,ES,ZPRO,1,0.84,0,7/1/2019,FY57,7/1/2019
BU,AX907426,FRD,ES,APD,20,0,0,7/1/2019,FY57,7/1/2019
BU,AX906935,FRD,ES,PE3,7,0,0,7/1/2019,FY57,7/1/2019
BU,AX907813,FRD,ES,PE2,4,0,0,7/1/2019,FY57,7/1/2019
BU,AX907812,FRD,ES,PE2,6,1.8,0,7/1/2019,FY57,7/1/2019
FRD,AX346237,ISP,ISP,FEB,1,0,0,10/1/2023,FY61,10/1/2023
BU,AX907923,FKL,CT,PT,4,0,0,7/1/2019,FY57,7/1/2019
BU,AX908042,FRD,ES,PE3,4,0,0,7/1/2019,FY57,7/1/2019
BU,AX907650,FRD,ES,PE3,5,0,0,7/1/2019,FY57,7/1/2019
BU,AX907789,FRD,ES,PE2,5,1.7,0,7/1/2019,FY57,7/1/2019
BU,AX907782,FEB,FID,FEB,2,0,0,7/1/2019,FY57,7/1/2019
BU,AX908043,FRD,ES,PE3,4,0,0,7/1/2019,FY57,7/1/2019
BU,AX907555,FKL,FPS,PT,9,0,0,7/1/2019,FY57,7/1/2019
BU,AX907431,FRD,ES,ZPRO,1,0,0,7/1/2019,FY57,7/1/2019
BU,AX907924,FKL,CT,PT,2,0,0,7/1/2019,FY57,7/1/2019
BU,AX907953,FRD,ES,PE2,6,0,0,7/1/2019,FY57,7/1/2019
FRD,AX322070,ISP,ISP,FEB,2.36,0,0,10/1/2023,FY61,10/1/2023
FRD,AX358517,ISP,ISP,FEB,10.36,0,0,11/1/2023,FY61,11/1/2023
BU,AX907429,FTS,ES,PT,11,0,0,7/1/2019,FY57,7/1/2019
BU,AX907141,FRD,ES,PE1,2,0,0,7/1/2019,FY57,7/1/2019
BU,AX906795,FTS,ES,PT,2,0,0,7/1/2019,FY57,7/1/2019
BU,AX907400,FRD,ES,PE2,8,1.59,0,7/1/2019,FY57,7/1/2019
BU,AX905701,FRD,ES,PE2,1,0.57,0,7/1/2019,FY57,7/1/2019
BU,AX906053,FRD,ES,PE2,5,0,0,7/1/2019,FY57,7/1/2019
FRD,AX346237,ISP,ISP,FEB,1,0,0,11/1/2023,FY61,11/1/2023
BU,AX902220,FTS,ES,PT,2,0,0,7/1/2019,FY57,7/1/2019
FRD,AX322070,ISP,ISP,FEB,10,0,0,11/1/2023,FY61,11/1/2023
BU,AX905510,FRD,ES,PE2,7,0,0,7/1/2019,FY57,7/1/2019
BU,AX201901,FKL,CT,PT,0,4.26,0,7/1/2019,FY57,7/1/2019
FRD,AX363478,ISP,ISP,FEB,2,0,0,12/1/2023,FY61,12/1/2023
FRD,AX346237,ISP,ISP,FEB,1,0,0,12/1/2023,FY61,12/1/2023
BU,AX906052,FRD,ES,PE2,5,0,0,7/1/2019,FY57,7/1/2019
BU,AX906032,FRD,ES,PE2,2,1.1,0,7/1/2019,FY57,7/1/2019
FRD,AX363478,ISP,ISP,FEB,1,0,0,1/1/2024,FY61,1/1/2024
BU,AX907879,FRD,ES,PE2,9,0,0,7/1/2019,FY57,7/1/2019
BU,AX908068,FEB,FID,FEB,5,1.94,0,8/1/2019,FY57,8/1/2019
FRD,AX358517,ISP,ISP,FEB,2,0,0,1/1/2024,FY61,1/1/2024
BU,AX909353,FRD,ES,PE3,4,0,0,8/1/2019,FY57,8/1/2019
FRD,AX322070,ISP,ISP,FEB,1,0,0,1/1/2024,FY61,1/1/2024
BU,AX909485,FRD,ES,APD,6,0.88,0,8/1/2019,FY57,8/1/2019
BU,AX909225,FRD,ES,PE3,4,0,0,8/1/2019,FY57,8/1/2019
BU,AX909172,FKL,CT,PT,5,0,0,8/1/2019,FY57,8/1/2019
BU,AX908042,FRD,ES,PE3,8,3.13,0,8/1/2019,FY57,8/1/2019
BU,AX909104,FKL,CT,PT,4,0,0,8/1/2019,FY57,8/1/2019
BU,AX908507,FKL,FPS,PT,9,0,0,8/1/2019,FY57,8/1/2019
BU,AX908076,FRD,ES,PE2,4,0,0,8/1/2019,FY57,8/1/2019
BU,AX908978,FRD,ES,APD,4,2.05,0,8/1/2019,FY57,8/1/2019
BU,AX907814,FKL,FPS,PT,10,0,0,8/1/2019,FY57,8/1/2019
BU,AX907924,FKL,CT,PT,2,0,0,8/1/2019,FY57,8/1/2019
BU,AX908077,FRD,ES,PE2,4,0,0,8/1/2019,FY57,8/1/2019
BU,AX908609,FRD,ES,PE2,5,0,0,8/1/2019,FY57,8/1/2019
BU,AX907953,FRD,ES,PE2,4,1.04,0,8/1/2019,FY57,8/1/2019
BU,AX908580,FRD,ES,ZPRO,40,0,0,8/1/2019,FY57,8/1/2019
BU,AX908606,FKL,CT,PT,22,0,0,8/1/2019,FY57,8/1/2019
BU,AX908586,FKL,CT,PT,2,0,0,8/1/2019,FY57,8/1/2019
FRD,AX358517,ISP,ISP,FEB,1,0,0,2/1/2024,FY61,2/1/2024
BU,AX908287,FRD,ES,PE3,6,0,0,8/1/2019,FY57,8/1/2019
BU,AX907558,FKL,FPS,PT,10,0,0,8/1/2019,FY57,8/1/2019
BU,AX908043,FRD,ES,PE3,8,3.5,0,8/1/2019,FY57,8/1/2019
BU,AX907894,FKL,FPS,PT,9,0,0,8/1/2019,FY57,8/1/2019
BU,AX906378,FEB,FID,FEB,2,0,0,8/1/2019,FY57,8/1/2019
BU,AX909385,FKL,FPS,PT,6,0,0,8/1/2019,FY57,8/1/2019
BU,AX907429,FTS,ES,PT,4,0,0,8/1/2019,FY57,8/1/2019
BU,AX902124,FRD,ES,PE2,1,0,0,8/1/2019,FY57,8/1/2019
BU,AX905510,FRD,ES,PE2,2,1,0,8/1/2019,FY57,8/1/2019
BU,AX902125,FRD,ES,PE2,1,0,0,8/1/2019,FY57,8/1/2019
BU,AX900861,FKL,CT,PT,0,0.14,0,8/1/2019,FY57,8/1/2019
BU,AX907431,FRD,ES,ZPRO,2,0,0,8/1/2019,FY57,8/1/2019
BU,AX907426,FRD,ES,APD,1,0,0,8/1/2019,FY57,8/1/2019
BU,AX907782,FEB,FID,FEB,1,0,0,8/1/2019,FY57,8/1/2019
BU,AX907650,FRD,ES,PE3,3,0,0,8/1/2019,FY57,8/1/2019
BU,AX903647,FRD,ES,PE1,15,0,0,8/1/2019,FY57,8/1/2019
BU,AX907923,FKL,CT,PT,1,0,0,8/1/2019,FY57,8/1/2019
BU,AX907813,FRD,ES,PE2,2,5.47,0,8/1/2019,FY57,8/1/2019
BU,AX907555,FKL,FPS,PT,3,0,0,8/1/2019,FY57,8/1/2019
BU,AX201901,FKL,CT,PT,0,1.7,0,8/1/2019,FY57,8/1/2019
BU,AX910239,FRD,ES,PE2,15,2.2,0,9/1/2019,FY57,9/1/2019
BU,AX910384,FKL,CT,PT,5,0,0,9/1/2019,FY57,9/1/2019
FRD,AX358517,ISP,ISP,FEB,1,0,0,3/1/2024,FY61,3/1/2024
BU,AX910213,FRD,ES,PE3,4,0,0,9/1/2019,FY57,9/1/2019
BU,AX909316,FRD,ES,PE2,10,2.88,0,9/1/2019,FY57,9/1/2019
BU,AX910445,FRD,ES,PE2,5,2.52,0,9/1/2019,FY57,9/1/2019
BU,AX910377,FRD,ES,PE2,6,2.85,0,9/1/2019,FY57,9/1/2019
BU,AX910452,FRD,ES,PE2,7,2.33,0,9/1/2019,FY57,9/1/2019
BU,AX910256,FKL,CT,PT,4,0,0,9/1/2019,FY57,9/1/2019
BU,AX910065,FRD,ES,PE3,8,0,0,9/1/2019,FY57,9/1/2019
BU,AX910267,FRD,ES,APD,3,3.34,0,9/1/2019,FY57,9/1/2019
BU,AX910434,FRD,ES,PE2,7,2.74,0,9/1/2019,FY57,9/1/2019
BU,AX909968,FKL,CT,PT,2,0,0,9/1/2019,FY57,9/1/2019
BU,AX910085,FRD,ES,PE2,27,0,0,9/1/2019,FY57,9/1/2019
BU,AX910786,FRD,ES,PE1,10,0.19,0,9/1/2019,FY57,9/1/2019
BU,AX909385,FKL,FPS,PT,5,0,0,9/1/2019,FY57,9/1/2019
BU,AX910790,FRD,ES,PE3,4,0,0,9/1/2019,FY57,9/1/2019
BU,AX909749,FRD,ES,PE2,10,2.07,0,9/1/2019,FY57,9/1/2019
BU,AX910911,FRD,ES,APD,7,3.48,0,9/1/2019,FY57,9/1/2019
BU,AX910084,FRD,ES,PE2,20,0,0,9/1/2019,FY57,9/1/2019
BU,AX909644,FRD,ES,PE3,5,0.53,0,9/1/2019,FY57,9/1/2019
BU,AX909352,FRD,ES,PE3,12,5.41,0,9/1/2019,FY57,9/1/2019
BU,AX910225,FTS,ES,PT,2,0,0,9/1/2019,FY57,9/1/2019
BU,AX910435,FRD,ES,PE2,7,2.7,0,9/1/2019,FY57,9/1/2019
BU,AX903647,FRD,ES,PE1,2,0,0,9/1/2019,FY57,9/1/2019
BU,AX909485,FRD,ES,APD,1,0.93,0,9/1/2019,FY57,9/1/2019
BU,AX902220,FTS,ES,PT,1,0,0,9/1/2019,FY57,9/1/2019
BU,AX910214,FRD,ES,PE3,12,5.39,0,9/1/2019,FY57,9/1/2019
BU,AX901180,FEB,FID,FRD,3,0,0,9/1/2019,FY57,9/1/2019
BU,AX201902,FKL,CT,PT,0,0,0.06,9/1/2019,FY57,9/1/2019
BU,AX905510,FRD,ES,PE2,1,2.15,0,9/1/2019,FY57,9/1/2019
BU,AX201901,FKL,CT,PT,0,5.43,0,9/1/2019,FY57,9/1/2019
BU,AX909353,FRD,ES,PE3,8,4.05,0,9/1/2019,FY57,9/1/2019
BU,AX907429,FTS,ES,PT,1,0,0,9/1/2019,FY57,9/1/2019
BU,AX910215,FRD,ES,PE3,7,0,0,9/1/2019,FY57,9/1/2019
BU,AX909225,FRD,ES,PE3,3,0,0,9/1/2019,FY57,9/1/2019
BU,AX907879,FRD,ES,PE2,20,4.85,0,9/1/2019,FY57,9/1/2019
BU,AX909104,FKL,CT,PT,4,0,0,9/1/2019,FY57,9/1/2019
BU,AX907953,FRD,ES,PE2,0,1.95,0,9/1/2019,FY57,9/1/2019
BU,AX911704,FRD,ES,PE2,7,0,0,10/1/2019,FY57,10/1/2019
BU,AX911520,FKL,CT,PT,7,0,0,10/1/2019,FY57,10/1/2019
BU,AX911981,FKL,CT,PT,2,0,0,10/1/2019,FY57,10/1/2019
BU,AX912471,FRD,ES,PE3,1,0,0,10/1/2019,FY57,10/1/2019
BU,AX912504,FRD,ES,APD,2,0,0,10/1/2019,FY57,10/1/2019
BU,AX912505,FRD,ES,APD,2,0,0,10/1/2019,FY57,10/1/2019
BU,AX911519,FKL,CT,PT,7,0,0,10/1/2019,FY57,10/1/2019
BU,AX912532,FRD,ES,PE2,1,0,0,10/1/2019,FY57,10/1/2019
BU,AX911705,FRD,ES,PE2,7,0,0,10/1/2019,FY57,10/1/2019
BU,AX912533,FRD,ES,PE2,1,0,0,10/1/2019,FY57,10/1/2019
FRD,AX416131,ISP,ISP,FEB,5,0,0,3/1/2024,FY61,3/1/2024
BU,AX911706,FRD,ES,PE2,3,0.1,0,10/1/2019,FY57,10/1/2019
BU,AX910790,FRD,ES,PE3,3,0,0,10/1/2019,FY57,10/1/2019
BU,AX911963,FKL,CT,PT,4,0,0,10/1/2019,FY57,10/1/2019
BU,AX911919,FKL,FPS,PT,11,0,0,10/1/2019,FY57,10/1/2019
BU,AX910786,FRD,ES,PE1,1,0.12,0,10/1/2019,FY57,10/1/2019
BU,AX911980,FKL,CT,PT,5,0,0,10/1/2019,FY57,10/1/2019
BU,AX910215,FRD,ES,PE3,2,0,0,10/1/2019,FY57,10/1/2019
BU,AX910213,FRD,ES,PE3,5,0,0,10/1/2019,FY57,10/1/2019
BU,AX900861,FKL,CT,PT,0,0.17,0,10/1/2019,FY57,10/1/2019
BU,AX910239,FRD,ES,PE2,5,0.35,0,10/1/2019,FY57,10/1/2019
