tmp_lot_id,lot_turns,EUV_3300,EUV_3400,year,jpn_ytd,tmp_lot_id,,,,,,,
AX910384,13,0,0,2020-10-01,FY58,AX105995,,,,,,,
AX302793,2,0,0,2020-10-01,FY58,AX105994,,,,,,,
AX225952,3,0,0,2020-10-01,FY58,AX105861,,,,,,,
AX233203,7,0,1.2,2020-10-01,FY58,AX105862,,,,,,,
AX302965,4,0,0,2020-10-01,FY58,AX112775,,,,,,,
AX302966,12,0,0.94,2020-10-01,FY58,AX112776,,,,,,,
AX323074,0,0,1.92,2020-10-01,FY58,AX115755,,,,,,,
AX004458,7,0,0,2020-10-01,FY58,AX120122,,,,,,,
AX004868,10,0,0.66,2020-11-01,FY58,AX204452,,,,,,,
AX008811,1,0,0,2020-11-01,FY58,AX204453,,,,,,,
AX008058,2,0,0,2020-11-01,FY58,AX204454,,,,,,,
AX010827,23,0,1.99,2020-11-01,FY58,AX203622,,,,,,,
AX014779,10,0,0.75,2020-11-01,FY58,AX203623,,,,,,,
AX103407,7,0,2.04,2020-11-01,FY58,AX203272,,,,,,,
AX319442,10,0,0.74,2020-11-01,FY58,AX203271,,,,,,,
AX809125,8,0,0.89,2020-11-01,FY58,AX203270,,,,,,,
AX809123,2,0,0,2020-11-01,FY58,AX203273,,,,,,,
AX203274,6,0,0,2020-11-01,FY58,AX204455,,,,,,,
AX210286,9,0,0,2020-11-01,FY58,AX206427,,,,,,,
AX210284,3,0,0,2020-11-01,FY58,AX209407,,,,,,,
AX210285,11,0,0.61,2020-11-01,FY58,AX209406,,,,,,,
AX218256,13,0,0,2020-11-01,FY58,AX209405,,,,,,,
AX010829,6,0,0,2020-11-01,FY58,AX209408,,,,,,,
AX011293,9,0,1.2,2020-11-01,FY58,AX210944,,,,,,,
AX100942,3,0,0,2020-11-01,FY58,AX210945,,,,,,,
AX107848,11,0,0.86,2020-11-01,FY58,AX210947,,,,,,,
AX126190,10,0,1.17,2020-11-01,FY58,AX210946,,,,,,,
AX127247,2,0,0,2020-11-01,FY58,AX213404,,,,,,,
AX202896,9,0,0,2020-11-01,FY58,AX213402,,,,,,,
AX207090,4,0,0,2020-11-01,FY58,AX213401,,,,,,,
AX217793,5,0,2.12,2020-11-01,FY58,AX213400,,,,,,,
AX233204,2,0,0,2020-11-01,FY58,AX218003,,,,,,,
AX233205,8,0,0,2020-11-01,FY58,AX218004,,,,,,,
AX308421,2,0,0,2020-11-01,FY58,AX218005,,,,,,,
AX304259,7,0,0,2020-11-01,FY58,AX218006,,,,,,,
AX125581,2,0,0,2020-11-01,FY58,AX219069,,,,,,,
AX200012,0,0,1.33,2020-11-01,FY58,AX219071,,,,,,,
AX207082,1,0,0,2020-11-01,FY58,AX219072,,,,,,,
AX207069,8,0,1.59,2020-11-01,FY58,AX219070,,,,,,,
AX209412,2,0,0,2020-11-01,FY58,AX232995,,,,,,,
AX217125,9,0,1.69,2020-11-01,FY58,AX232996,,,,,,,
AX217872,4,0,0,2020-11-01,FY58,AX232997,,,,,,,
AX222281,1,0,0.29,2020-11-01,FY58,AX305820,,,,,,,
AX235007,10,0,0,2020-11-01,FY58,AX305822,,,,,,,
AX305616,1,0,0,2020-11-01,FY58,AX305821,,,,,,,
AX305615,8,0,0,2020-11-01,FY58,AX907981,,,,,,,
AX324750,9,0,0,2020-11-01,FY58,AX410020,,,,,,,
AX340407,3,0,0,2020-11-01,FY58,AX410023,,,,,,,
AX340406,4,0,0.71,2020-11-01,FY58,AX410022,,,,,,,
AX342049,0,0,0.57,2020-11-01,FY58,AX410021,,,,,,,
AX401982,5,0,0.12,2020-12-01,FY58,AX407812,,,,,,,
AX401981,7,0,0,2020-12-01,FY58,AX408107,,,,,,,
AX201900,7,0,0.97,2020-12-01,FY58,AX113989,,,,,,,
AX202000,4,0,0,2020-12-01,FY58,AX114600,,,,,,,
AX202100,4,0,0,2020-12-01,FY58,AX114599,,,,,,,
AX112476,8,0,0,2020-12-01,FY58,AX428533,,,,,,,
AX112361,0,0,0.04,2020-12-01,FY58,AX351273,,,,,,,
AX215350,12,0,0.72,2020-12-01,FY58,AX229966,,,,,,,
AX213040,8,0,3,2020-12-01,FY58,AX227677,,,,,,,
AX230362,0,0,0.38,2020-12-01,FY58,AX330437,,,,,,,
AX230361,1,0,0,2020-12-01,FY58,AX330438,,,,,,,
AX230360,3,0,0,2020-12-01,FY58,AX305755,,,,,,,
AX351275,27,0,0,2020-12-01,FY58,AX305756,,,,,,,
AX357826,2,0,0,2020-12-01,FY58,AX001895,,,,,,,
AX446372,16,0,0,2020-12-01,FY58,AX007631,,,,,,,
AX326902,1,0,1.4,2020-12-01,FY58,AX009010,,,,,,,
AX300957,4,0,0,2020-12-01,FY58,AX009011,,,,,,,
AX326903,2,0,0,2020-12-01,FY58,AX012782,,,,,,,
AX300959,1,0,0,2020-12-01,FY58,AX010299,,,,,,,
AX332810,3,0,0,2020-12-01,FY58,AX304260,,,,,,,
AX811338,0,0,1.61,2020-12-01,FY58,AX005391,,,,,,,
AX901692,1,0,0,2020-12-01,FY58,AX005860,,,,,,,
AX902593,9,0,0.95,2020-12-01,FY58,AX005858,,,,,,,
AX903606,0,0,1.08,2020-12-01,FY58,AX007634,,,,,,,
AX903785,9,0,0,2020-12-01,FY58,AX011583,,,,,,,
AX905001,4,0,0,2021-01-01,FY58,AX011582,,,,,,,
AX906345,9,0,0.62,2021-01-01,FY58,AX013315,,,,,,,
AX907431,4,0,0,2021-01-01,FY58,AX013314,,,,,,,
AX001954,4,0,0,2021-01-01,FY58,AX100510,,,,,,,
AX332811,8,0,0,2021-01-01,FY58,AX100241,,,,,,,
AX115280,8,0,0,2021-01-01,FY58,AX100944,,,,,,,
AX010270,10,0,0,2021-01-01,FY58,AX100943,,,,,,,
AX010268,0,0,0.17,2021-01-01,FY58,AX103409,,,,,,,
AX010271,0,0,0.68,2021-01-01,FY58,AX111065,,,,,,,
AX218309,7,0,0.73,2021-01-01,FY58,AX111064,,,,,,,
AX220487,3,0,1.32,2021-01-01,FY58,AX111066,,,,,,,
AX220486,7,0,0.59,2021-01-01,FY58,AX114444,,,,,,,
AX220485,12,0,0,2021-01-01,FY58,AX114445,,,,,,,
AX202201,7,0,0,2021-01-01,FY58,AX116254,,,,,,,
AX202301,4,0,0,2021-01-01,FY58,AX116253,,,,,,,
AX202401,8,0,0,2021-01-01,FY58,AX116043,,,,,,,
AX904214,0,0,1.13,2021-01-01,FY58,AX116252,,,,,,,
AX904476,10,0,0,2021-01-01,FY58,AX119398,,,,,,,
AX229969,1,0,0,2021-01-01,FY58,AX119397,,,,,,,
AX119300,12,0,0.9,2021-01-01,FY58,AX118798,,,,,,,
AX120146,12,0,0,2021-01-01,FY58,AX118797,,,,,,,
AX115679,8,0,0.47,2021-01-01,FY58,AX119547,,,,,,,
AX200739,9,0,0.62,2021-01-01,FY58,AX122737,,,,,,,
AX202026,0,0,0.34,2021-01-01,FY58,AX122735,,,,,,,
AX204229,8,0,0,2021-01-01,FY58,AX122733,,,,,,,
AX220873,3,0,0.51,2021-01-01,FY58,AX122734,,,,,,,
AX221237,1,0,0,2021-01-01,FY58,AX122736,,,,,,,
AX220883,10,0,0,2021-01-01,FY58,AX124241,,,,,,,
AX220884,2,0,0,2021-01-01,FY58,AX124242,,,,,,,
AX220882,4,0,0,2021-01-01,FY58,AX126061,,,,,,,
AX221573,4,0,0,2021-01-01,FY58,AX125850,,,,,,,
AX221576,6,0,0,2021-01-01,FY58,AX125849,,,,,,,
AX231651,4,0,0,2021-01-01,FY58,AX126060,,,,,,,
AX303266,3,0,0,2021-01-01,FY58,AX128068,,,,,,,
AX310237,0,0,0.43,2021-01-01,FY58,AX128067,,,,,,,
AX310027,0,0,0.76,2021-01-01,FY58,AX206429,,,,,,,
AX309132,1,0,0,2021-01-01,FY58,AX207794,,,,,,,
AX310028,5,0,0.71,2021-01-01,FY58,AX207795,,,,,,,
AX314188,7,0,0,2021-01-01,FY58,AX206428,,,,,,,
AX314189,1,0,0,2021-01-01,FY58,AX216168,,,,,,,
AX314618,9,0,0.85,2021-01-01,FY58,AX216174,,,,,,,
AX315226,0,0,0.14,2021-01-01,FY58,AX216169,,,,,,,
AX323668,7,0,0,2021-01-01,FY58,AX216170,,,,,,,
AX323667,7,0,0,2021-01-01,FY58,AX216173,,,,,,,
AX324573,3,0,0,2021-01-01,FY58,AX216171,,,,,,,
AX329031,1,0,0,2021-01-01,FY58,AX216176,,,,,,,
AX326819,3,0,0,2021-01-01,FY58,AX216175,,,,,,,
AX333105,5,0,0,2021-02-01,FY58,AX216172,,,,,,,
AX333911,1,0,0,2021-02-01,FY58,AX304264,,,,,,,
AX334611,3,0,0,2021-02-01,FY58,AX330439,,,,,,,
AX341067,10,0,0,2021-02-01,FY58,AX332809,,,,,,,
AX340786,3,0,0,2021-02-01,FY58,AX332635,,,,,,,
AX350612,3,0,0,2021-02-01,FY58,AX364013,,,,,,,
AX350611,10,0,0,2021-02-01,FY58,AX446367,,,,,,,
AX349634,10,0,0,2021-02-01,FY58,AX405965,,,,,,,
AX348471,2,0,0,2021-02-01,FY58,AX326904,,,,,,,
AX403316,21,0,0,2021-02-01,FY58,AX326905,,,,,,,
AX405168,4,0,0,2021-02-01,FY58,AX335952,,,,,,,
AX408626,7,0,0,2021-02-01,FY58,AX010700,,,,,,,
AX406438,10,0,0,2021-02-01,FY58,AX202895,,,,,,,
AX410331,9,0,0,2021-02-01,FY58,AX206661,,,,,,,
AX415150,8,0,0.46,2021-02-01,FY58,AX210948,,,,,,,
AX415151,3,0,0,2021-02-01,FY58,AX218253,,,,,,,
AX415149,3,0,0,2021-02-01,FY58,AX227679,,,,,,,
AX419440,4,0,0,2021-02-01,FY58,AX230364,,,,,,,
AX446670,3,0,0,2021-02-01,FY58,AX330436,,,,,,,
AX225088,8,0,0,2021-02-01,FY58,AX330435,,,,,,,
AX223733,1,0,0,2021-02-01,FY58,AX330432,,,,,,,
AX227269,7,0,0,2021-02-01,FY58,AX330433,,,,,,,
AX230378,7,0,0,2021-02-01,FY58,AX330434,,,,,,,
AX300024,12,0,0,2021-02-01,FY58,AX330431,,,,,,,
AX302788,4,0,0,2021-02-01,FY58,AX441507,,,,,,,
AX306629,10,0,0,2021-02-01,FY58,AX441506,,,,,,,
AX317748,4,0,0.74,2021-02-01,FY58,AX902515,,,,,,,
AX356546,1,0,0.34,2021-02-01,FY58,AX903607,,,,,,,
AX409200,1,0,0,2021-02-01,FY58,AX903589,,,,,,,
AX324381,0,0,0.48,2021-02-01,FY58,AX905510,,,,,,,
AX327550,5,0,0,2021-02-01,FY58,AX004602,,,,,,,
AX331936,4,0,0,2021-02-01,FY58,AX113730,,,,,,,
AX331367,0,0,1.03,2021-02-01,FY58,AX126189,,,,,,,
AX346237,0,0,0.46,2021-02-01,FY58,AX126188,,,,,,,
AX358517,0,0,2.15,2021-02-01,FY58,AX126187,,,,,,,
AX363478,11,0,0,2021-02-01,FY58,AX126185,,,,,,,
AX416131,4,0,0.97,2021-03-01,FY58,AX126186,,,,,,,
AX436146,2,0,0.68,2021-03-01,FY58,AX913889,,,,,,,
AX441196,1,0,0,2021-03-01,FY58,AX004923,,,,,,,
AX440674,7,0,0,2021-03-01,FY58,AX007608,,,,,,,
AX441448,8,0,0,2021-03-01,FY58,AX202598,,,,,,,
AX441508,2,0,0,2021-03-01,FY58,AX202599,,,,,,,
AX330429,4,0,1.26,2021-03-01,FY58,AX210949,,,,,,,
AX411824,5,0,0,2021-03-01,FY58,AX218252,,,,,,,
AX439005,10,0,0,2021-03-01,FY58,AX441154,,,,,,,
AX304028,1,0,1.16,2021-03-01,FY58,AX224108,,,,,,,
AX447245,7,0,0,2021-03-01,FY58,AX009946,,,,,,,
AX319489,1,0,0.55,2021-03-01,FY58,AX904161,,,,,,,
AX442370,1,0,0,2021-03-01,FY58,AX302793,,,,,,,
AX319490,7,0,0,2021-03-01,FY58,AX225952,,,,,,,
AX330428,0,0,0.67,2021-03-01,FY58,AX233203,,,,,,,
AX354475,3,0,0,2021-03-01,FY58,AX302965,,,,,,,
AX432928,6,0,0,2021-03-01,FY58,AX302966,,,,,,,
AX432927,10.36,0,0,2024-04-01,FY62,AX323074,,,,,,,
AX312025,0,0,3.46,2021-03-01,FY58,AX203274,,,,,,,
AX322070,10,0,0,2021-03-01,FY58,AX210286,,,,,,,
AX424286,0,0,0.26,2021-03-01,FY58,AX210284,,,,,,,
AX425652,0,0,0.75,2021-03-01,FY58,AX210285,,,,,,,
AX443225,0,0,0.55,2021-03-01,FY58,AX218256,,,,,,,
AX314981,2,0,0,2021-03-01,FY58,AX010829,,,,,,,
AX328639,1,0,0,2021-03-01,FY58,AX011293,,,,,,,
AX331656,10,0,0.54,2021-03-01,FY58,AX100942,,,,,,,
AX334288,10,0,0.44,2021-03-01,FY58,AX107848,,,,,,,
AX334289,1,0,1.24,2021-03-01,FY58,AX126190,,,,,,,
AX356545,11,0,0.58,2021-03-01,FY58,AX127247,,,,,,,
AX409201,3,0,0,2021-03-01,FY58,AX202896,,,,,,,
AX409199,8,0,0,2021-03-01,FY58,AX207090,,,,,,,
AX221572,3,0,0,2021-04-01,FY59,AX217793,,,,,,,
AX219744,5,0,0,2021-04-01,FY59,AX233204,,,,,,,
AX227451,1,0,0,2021-04-01,FY59,AX233205,,,,,,,
AX302425,4,0,0,2021-04-01,FY59,AX308421,,,,,,,
AX300203,2,0,0.61,2021-04-01,FY59,AX304259,,,,,,,
AX307306,3,0,0,2021-04-01,FY59,AX215350,,,,,,,
AX305370,9,0,0,2021-04-01,FY59,AX213040,,,,,,,
AX318529,10,0,1.39,2021-04-01,FY59,AX230362,,,,,,,
AX320678,0,0,0.23,2021-04-01,FY59,AX230361,,,,,,,
AX328291,3,0,0,2021-04-01,FY59,AX230360,,,,,,,
AX327503,1,0,0,2021-04-01,FY59,AX351275,,,,,,,
AX339222,8,0,1.13,2021-04-01,FY59,AX357826,,,,,,,
AX336687,0,0,0.31,2021-04-01,FY59,AX446372,,,,,,,
AX345109,14,0,0,2021-04-01,FY59,AX326902,,,,,,,
AX356035,4,0,1.15,2021-04-01,FY59,AX300957,,,,,,,
AX363693,4,0,0,2021-04-01,FY59,AX326903,,,,,,,
AX362336,8,0,1.17,2021-04-01,FY59,AX300959,,,,,,,
AX415186,3,0,0,2021-04-01,FY59,AX332810,,,,,,,
AX425335,4,0,0,2021-04-01,FY59,AX811338,,,,,,,
AX420053,3,0,0.16,2021-04-01,FY59,AX901692,,,,,,,
AX431820,6,0,0.75,2021-04-01,FY59,AX902593,,,,,,,
AX431430,4,0,0,2021-04-01,FY59,AX903606,,,,,,,
AX441181,7,0,0,2021-04-01,FY59,AX903785,,,,,,,
AX908606,14,0,0,2021-04-01,FY59,AX905001,,,,,,,
AX806565,8,0,0,2021-04-01,FY59,AX906345,,,,,,,
AX326820,8,0,0,2021-04-01,FY59,AX907431,,,,,,,
AX343299,0,0,0.92,2021-04-01,FY59,AX001954,,,,,,,
AX355742,4,0,0,2021-04-01,FY59,AX332811,,,,,,,
AX111819,8,0,1.21,2021-04-01,FY59,AX330429,,,,,,,
AX115668,5,0,0,2021-04-01,FY59,AX411824,,,,,,,
AX115670,2,0,0,2021-04-01,FY59,AX439005,,,,,,,
AX123034,0,0,0.72,2021-04-01,FY59,AX304028,,,,,,,
AX205683,7,0,0,2021-04-01,FY59,AX447245,,,,,,,
AX316881,7,0,0,2021-04-01,FY59,AX319489,,,,,,,
AX356582,0,0,0.55,2021-04-01,FY59,AX442370,,,,,,,
AX356112,0,0,0.11,2021-04-01,FY59,AX319490,,,,,,,
AX346480,0,0,4.69,2021-04-01,FY59,AX330428,,,,,,,
AX351279,2,0,0,2021-04-01,FY59,AX354475,,,,,,,
AX355450,9,0,0.53,2021-05-01,FY59,AX355742,,,,,,,
AX410983,15,0,0,2021-05-01,FY59,AX111819,,,,,,,
AX407562,8,0,0,2021-05-01,FY59,AX115668,,,,,,,
AX439003,11,0,0,2021-05-01,FY59,AX115670,,,,,,,
AX111820,4,0,0.21,2021-05-01,FY59,AX123034,,,,,,,
AX117172,7,0,0,2021-05-01,FY59,AX205683,,,,,,,
AX117173,0,0,0.94,2021-05-01,FY59,AX316881,,,,,,,
AX120969,7,0,0,2021-05-01,FY59,AX356582,,,,,,,
AX120970,4,0,0,2021-05-01,FY59,AX356112,,,,,,,
AX124125,0,0,0.85,2021-05-01,FY59,AX346480,,,,,,,
AX124124,0,0,0.11,2021-05-01,FY59,AX351279,,,,,,,
AX123925,4,0,0,2021-05-01,FY59,AX355450,,,,,,,
AX127246,5,0,0,2021-05-01,FY59,AX410983,,,,,,,
AX209409,7,0,0,2021-05-01,FY59,AX407562,,,,,,,
AX209410,2,0,0,2021-05-01,FY59,AX439003,,,,,,,
AX209411,1,0,0,2021-05-01,FY59,AX111820,,,,,,,
AX218740,4,0,0,2021-05-01,FY59,AX117172,,,,,,,
AX218742,2,0,0,2021-05-01,FY59,AX117173,,,,,,,
AX230693,9,0,0,2021-05-01,FY59,AX120969,,,,,,,
AX230694,9,0,0,2021-05-01,FY59,AX120970,,,,,,,
AX300961,0,0,2.34,2021-05-01,FY59,AX124125,,,,,,,
AX438357,6,0,0,2021-05-01,FY59,AX124124,,,,,,,
AX300772,2,0,0,2021-05-01,FY59,AX123925,,,,,,,
AX306453,0,0,0.1,2021-05-01,FY59,AX127246,,,,,,,
AX306454,9,0,0,2021-05-01,FY59,AX209409,,,,,,,
AX312532,1,0,0,2021-05-01,FY59,AX209410,,,,,,,
AX411580,1,0,0,2021-05-01,FY59,AX209411,,,,,,,
AX406529,5,0,0,2021-05-01,FY59,AX218740,,,,,,,
AX330441,7,0,0,2021-05-01,FY59,AX218742,,,,,,,
AX330442,1,0,0,2021-05-01,FY59,AX230693,,,,,,,
AX332629,2,0,0,2021-05-01,FY59,AX230694,,,,,,,
AX332630,3,0,0,2021-05-01,FY59,AX300961,,,,,,,
AX434139,1,0,0,2021-05-01,FY59,AX438357,,,,,,,
AX218743,3,0,0.52,2021-05-01,FY59,AX300772,,,,,,,
AX306653,6,0,0,2021-06-01,FY59,AX306453,,,,,,,
AX401987,3,0,1.32,2021-06-01,FY59,AX306454,,,,,,,
AX401986,8,0,2.01,2021-06-01,FY59,AX312532,,,,,,,
AX401984,4,0,0.82,2021-06-01,FY59,AX411580,,,,,,,
AX401983,8,0,0,2021-06-01,FY59,AX406529,,,,,,,
AX401160,13,0,0.39,2021-06-01,FY59,AX330441,,,,,,,
AX401159,0,0,2.14,2021-06-01,FY59,AX330442,,,,,,,
AX401985,11,0,0,2021-06-01,FY59,AX332629,,,,,,,
AX407805,4,0,0.06,2021-06-01,FY59,AX332630,,,,,,,
AX405999,2,0,0.45,2021-06-01,FY59,AX434139,,,,,,,
AX405997,8,0,0,2021-06-01,FY59,AX112253,,,,,,,
AX405998,4,0,0.46,2021-06-01,FY59,AX204451,,,,,,,
AX012217,9,0,0,2021-06-01,FY59,AX305826,,,,,,,
AX431695,0,0,2.37,2021-06-01,FY59,AX305825,,,,,,,
AX112253,16,0,0,2021-06-01,FY59,AX305823,,,,,,,
AX204451,11,0,0,2021-06-01,FY59,AX305824,,,,,,,
AX305826,6,0,0,2021-06-01,FY59,AX341822,,,,,,,
AX305825,8,0,0.6,2021-06-01,FY59,AX341821,,,,,,,
AX305823,6,0,0.74,2021-06-01,FY59,AX341820,,,,,,,
AX305824,0,0,1.17,2021-06-01,FY59,AX341819,,,,,,,
AX341822,6,0,0.87,2021-06-01,FY59,AX000312,,,,,,,
AX341821,8,0,2.13,2021-06-01,FY59,AX000495,,,,,,,
AX341820,6,0,0,2021-06-01,FY59,AX001451,,,,,,,
AX341819,6,0,0,2021-06-01,FY59,AX103151,,,,,,,
AX229971,8,0,0.67,2021-06-01,FY59,AX119399,,,,,,,
AX000312,9,0,0.64,2021-06-01,FY59,AX121166,,,,,,,
AX000495,7,0,2.27,2021-06-01,FY59,AX123712,,,,,,,
AX001451,8,0,0,2021-06-01,FY59,AX123033,,,,,,,
AX103151,5,0,0,2021-06-01,FY59,AX124675,,,,,,,
AX119399,11,0,0,2021-06-01,FY59,AX125851,,,,,,,
AX121166,8,0,0.62,2021-06-01,FY59,AX127248,,,,,,,
AX123712,1,0,0,2021-06-01,FY59,AX128309,,,,,,,
AX123033,9,0,0.62,2021-06-01,FY59,AX128662,,,,,,,
AX124675,4,0,0.94,2021-06-01,FY59,AX200960,,,,,,,
AX125851,5,0,0,2021-06-01,FY59,AX201512,,,,,,,
AX127248,4,0,0.93,2021-06-01,FY59,AX200019,,,,,,,
AX128309,5,0,0,2021-06-01,FY59,AX202897,,,,,,,
AX128662,9,0,0.05,2021-06-01,FY59,AX204450,,,,,,,
AX200960,6,0,0,2021-06-01,FY59,AX206190,,,,,,,
AX201512,5,0,0,2021-06-01,FY59,AX207265,,,,,,,
AX200019,7,0,0,2021-06-01,FY59,AX212937,,,,,,,
AX202897,2,0,0,2021-06-01,FY59,AX210950,,,,,,,
AX204450,5,0,0,2021-06-01,FY59,AX215354,,,,,,,
AX206190,2,0,0,2021-06-01,FY59,AX215352,,,,,,,
AX207265,6,0,2.7,2021-06-01,FY59,AX215353,,,,,,,
AX212937,5,0,0,2021-06-01,FY59,AX215351,,,,,,,
AX210950,4,0,0,2021-06-01,FY59,AX213593,,,,,,,
AX215354,0,0,0.54,2021-06-01,FY59,AX217787,,,,,,,
AX215352,19,0,0,2021-06-01,FY59,AX217788,,,,,,,
AX215353,0,0,0.98,2021-06-01,FY59,AX217789,,,,,,,
AX215351,1,0,1.26,2021-06-01,FY59,AX217790,,,,,,,
AX213593,6,0,0.99,2021-06-01,FY59,AX221542,,,,,,,
AX217787,5,0,0,2021-06-01,FY59,AX221544,,,,,,,
AX217788,6,0,0,2021-06-01,FY59,AX221541,,,,,,,
AX217789,0,0,0.49,2021-06-01,FY59,AX221543,,,,,,,
AX217790,2,0,0,2021-06-01,FY59,AX224402,,,,,,,
AX221542,7,0,0,2021-06-01,FY59,AX224403,,,,,,,
AX221544,0,0,1.88,2021-06-01,FY59,AX224404,,,,,,,
AX221541,3,0,0,2021-06-01,FY59,AX224405,,,,,,,
AX221543,2,0,1.04,2021-06-01,FY59,AX227676,,,,,,,
AX224402,6.5,0,0,2021-07-01,FY59,AX227675,,,,,,,
AX224403,0,0,0.14,2021-07-01,FY59,AX227674,,,,,,,
AX224404,3,0,0,2021-07-01,FY59,AX314614,,,,,,,
AX224405,2,0,0.44,2021-07-01,FY59,AX314615,,,,,,,
AX227676,2,0,0,2021-07-01,FY59,AX314616,,,,,,,
AX227675,3,0,0,2021-07-01,FY59,AX314617,,,,,,,
AX227674,2,0,0,2021-07-01,FY59,AX347462,,,,,,,
AX314614,9,0,0,2021-07-01,FY59,AX347461,,,,,,,
AX314615,6,0,0,2021-07-01,FY59,AX347460,,,,,,,
AX314616,10,0,0,2021-07-01,FY59,AX347459,,,,,,,
AX314617,6,0,0,2021-07-01,FY59,AX361305,,,,,,,
AX347462,4,0,0.45,2021-07-01,FY59,AX361781,,,,,,,
AX347461,4,0,0,2021-07-01,FY59,AX361780,,,,,,,
AX347460,0,0,0.25,2021-07-01,FY59,AX406247,,,,,,,
AX347459,1,0,0,2021-07-01,FY59,AX406236,,,,,,,
AX361305,2,0,0,2021-07-01,FY59,AX406233,,,,,,,
AX361781,2,0,0,2021-07-01,FY59,AX406235,,,,,,,
AX361780,3,0,0,2021-07-01,FY59,AX420893,,,,,,,
AX406247,14,0,0,2021-07-01,FY59,AX420891,,,,,,,
AX408569,7,0,1.05,2021-07-01,FY59,AX420892,,,,,,,
AX406236,1,0,0,2021-07-01,FY59,AX420890,,,,,,,
AX406233,8,0,0.74,2021-07-01,FY59,AX438947,,,,,,,
AX406235,9,0,0,2021-07-01,FY59,AX438949,,,,,,,
AX420893,3,0,3.4,2021-07-01,FY59,AX438948,,,,,,,
AX420891,4,0,0,2021-07-01,FY59,AX438902,,,,,,,
AX420892,0,0,0.5,2021-07-01,FY59,AX438901,,,,,,,
AX420890,9,0,0,2021-07-01,FY59,AX438900,,,,,,,
AX438947,1,0,0,2021-07-01,FY59,AX438903,,,,,,,
AX438949,13,0,0,2021-07-01,FY59,AX438965,,,,,,,
AX438948,7,0,0,2021-07-01,FY59,AX438964,,,,,,,
AX438902,5,0,0,2021-07-01,FY59,AX438963,,,,,,,
AX438901,0,0,0.46,2021-07-01,FY59,AX438962,,,,,,,
AX438900,7,0,2.23,2021-07-01,FY59,AX438961,,,,,,,
AX438903,7,0,2.26,2021-07-01,FY59,AX438960,,,,,,,
AX438965,4,0,0,2021-07-01,FY59,AX438958,,,,,,,
AX438964,8,0,0,2021-07-01,FY59,AX438952,,,,,,,
AX438963,2,0,0,2021-07-01,FY59,AX438966,,,,,,,
AX438962,0,0,0.28,2021-07-01,FY59,AX446911,,,,,,,
AX438961,6,0,0,2021-07-01,FY59,AX403254,,,,,,,
AX438960,8,0,1.31,2021-07-01,FY59,AX439500,,,,,,,
AX438958,5,0,0.03,2021-07-01,FY59,AX439004,,,,,,,
AX438952,7,0,2.22,2021-07-01,FY59,AX200018,,,,,,,
AX438966,9,0,0.62,2021-07-01,FY59,AX900459,,,,,,,
AX446911,1,0,1.34,2021-07-01,FY59,AX215968,,,,,,,
AX403254,9,0,0.62,2021-07-01,FY59,AX215969,,,,,,,
AX439500,7,0,0.55,2021-07-01,FY59,AX218732,,,,,,,
AX439004,7,0,0.33,2021-07-01,FY59,AX001854,,,,,,,
AX200018,15,0,2.27,2021-07-01,FY59,AX405967,,,,,,,
AX900459,7,0,0,2021-07-01,FY59,AX110713,,,,,,,
AX206887,1,0,0,2021-07-01,FY59,AX011662,,,,,,,
AX215968,3,0,0,2021-07-01,FY59,AX104239,,,,,,,
AX215969,1,0,0,2021-07-01,FY59,AX107948,,,,,,,
AX224106,0,0,0.68,2021-07-01,FY59,AX107949,,,,,,,
AX224107,5,0,0,2021-07-01,FY59,AX111747,,,,,,,
AX202300,5,0,0,2021-07-01,FY59,AX111746,,,,,,,
AX200738,0,0,1.07,2021-07-01,FY59,AX202716,,,,,,,
AX218732,1,0,1.07,2021-07-01,FY59,AX202717,,,,,,,
AX324553,0,0,5.52,2021-07-01,FY59,AX230688,,,,,,,
AX001854,1,0,0,2021-07-01,FY59,AX230689,,,,,,,
AX344641,6,0,0,2021-07-01,FY59,AX332636,,,,,,,
AX344640,0,0,0.13,2021-07-01,FY59,AX230687,,,,,,,
AX405967,1,0,0,2021-07-01,FY59,AX326906,,,,,,,
AE906277,3,0,0,2021-07-01,FY59,AX327306,,,,,,,
AE906276,0,0,1.48,2021-07-01,FY59,AX218730,,,,,,,
AX110713,1,0,0,2021-07-01,FY59,AX230825,,,,,,,
AX011662,16,0,0,2021-07-01,FY59,AX307886,,,,,,,
AX104239,0,0,0.17,2021-08-01,FY59,AX214504,,,,,,,
AX107948,6,0,0,2021-08-01,FY59,AX220484,,,,,,,
AX107949,1,0,0.78,2021-08-01,FY59,AX004479,,,,,,,
AX111747,5,0,0,2021-08-01,FY59,AX006404,,,,,,,
AX111746,13,0,0,2021-08-01,FY59,AX907813,,,,,,,
AX202716,3,0,0.23,2021-08-01,FY59,AX911705,,,,,,,
AX202717,6,0,0,2021-08-01,FY59,AX007635,,,,,,,
AX230688,7,0,0.41,2021-08-01,FY59,AX218738,,,,,,,
AX230689,8,0,0.53,2021-08-01,FY59,AX218739,,,,,,,
AX332636,26,0,0,2021-08-01,FY59,AX332632,,,,,,,
AX230687,7,0,1.63,2021-08-01,FY59,AX335955,,,,,,,
AX326906,9,0,1.32,2021-08-01,FY59,AX335956,,,,,,,
AX327306,5,0,0,2021-08-01,FY59,AX006997,,,,,,,
