tmp_lot_id,lot_turns,EUV_3300,EUV_3400,year,jpn_ytd,tmp_lot_id,,,,,,,
AX218003,6,0,0,2019-12-01,FY57,AX126614,,,,,,,
AX218004,2,0,0,2019-12-01,FY57,AX127573,,,,,,,
AX218005,2,0,0,2019-12-01,FY57,AX127796,,,,,,,
AX218006,8,0,0,2019-12-01,FY57,AX127572,,,,,,,
AX219069,336,0,0,2019-12-01,FY57,AX127574,,,,,,,
AX219071,9,0,1.02,2019-12-01,FY57,AX202378,,,,,,,
AX219072,0,0.37,0,2019-12-01,FY57,AX202379,,,,,,,
AX219070,0,1.28,0,2019-12-01,FY57,AX200016,,,,,,,
AX232995,0,1.64,0.35,2019-12-01,FY57,AX200015,,,,,,,
AX232996,9,0,0,2019-12-01,FY57,AX200014,,,,,,,
AX232997,7,2.76,0,2019-12-01,FY57,AX203748,,,,,,,
AX305820,7,0,0,2019-12-01,FY57,AX203749,,,,,,,
AX305822,3,0,0,2020-01-01,FY57,AX203750,,,,,,,
AX305821,8,0,0,2020-01-01,FY57,AX206535,,,,,,,
AX309751,8,0,0,2020-01-01,FY57,AX206856,,,,,,,
AX321859,8,0,0,2020-01-01,FY57,AX209521,,,,,,,
AX907981,6,0,0,2020-01-01,FY57,AX209520,,,,,,,
AX351274,7,0,0,2020-01-01,FY57,AX209519,,,,,,,
AX304383,5,0,0,2020-01-01,FY57,AX115680,,,,,,,
AX222837,9,0,0,2020-01-01,FY57,AX011788,,,,,,,
AX230824,4,0,0,2020-01-01,FY57,AX011176,,,,,,,
AX304384,12,0,0,2020-01-01,FY57,AX011992,,,,,,,
AX410020,4,0,0,2020-01-01,FY57,AX101765,,,,,,,
AX410023,7,0,0,2020-01-01,FY57,AX811705,,,,,,,
AX410022,7,0,0,2020-01-01,FY57,AX811363,,,,,,,
AX410021,13,0,0,2020-01-01,FY57,AX903007,,,,,,,
AX407812,10,0,0,2020-01-01,FY57,AX903008,,,,,,,
AX408107,5,0,0,2020-01-01,FY57,AX014395,,,,,,,
AX415724,10,0,0,2020-01-01,FY57,AX015520,,,,,,,
AX415722,4,0,0,2020-01-01,FY57,AX015031,,,,,,,
AX415721,4,0,0,2020-01-01,FY57,AX100240,,,,,,,
AX415723,9,0,0,2020-01-01,FY57,AX100239,,,,,,,
AX417792,0,0,1.04,2020-01-01,FY57,AX102700,,,,,,,
AX417791,6,0,0,2020-01-01,FY57,AX101764,,,,,,,
AX434046,1,0,0,2020-01-01,FY57,AX107273,,,,,,,
AX444654,4,0,0,2020-01-01,FY57,AX105993,,,,,,,
AX444655,9,0,0,2020-01-01,FY57,AX105992,,,,,,,
AX445711,1,0.47,0.69,2020-01-01,FY57,AX107272,,,,,,,
AX445710,1,0,0,2020-01-01,FY57,AX109594,,,,,,,
AX113989,1,0,0,2020-01-01,FY57,AX109592,,,,,,,
AX114600,2,1.02,0.97,2020-01-01,FY57,AX109595,,,,,,,
AX114599,0,1,0,2020-01-01,FY57,AX109596,,,,,,,
AX428533,4,0,0,2020-01-01,FY57,AX110418,,,,,,,
AX351273,1,0,0,2020-01-01,FY57,AX110417,,,,,,,
AX229966,2,0,0,2020-02-01,FY57,AX113444,,,,,,,
AX227677,9,0,0,2020-02-01,FY57,AX114453,,,,,,,
AX330437,2,0,0,2020-02-01,FY57,AX116169,,,,,,,
AX330438,10,0,0,2020-02-01,FY57,AX123272,,,,,,,
AX305755,10,0,0,2020-02-01,FY57,AX123271,,,,,,,
AX305756,2,0,0,2020-02-01,FY57,AX122739,,,,,,,
AX911981,9,0,0,2020-02-01,FY57,AX124676,,,,,,,
AX001895,4,0,0,2020-02-01,FY57,AX124677,,,,,,,
AX007631,5,0,0,2020-02-01,FY57,AX125847,,,,,,,
AX009010,24,0,0,2020-02-01,FY57,AX125846,,,,,,,
AX009011,7,0,0,2020-02-01,FY57,AX126615,,,,,,,
AX012782,12,0,0.85,2020-02-01,FY57,AX125474,,,,,,,
AX010299,10,0,0.72,2020-02-01,FY57,AX126616,,,,,,,
AX010246,9,0,0,2020-02-01,FY57,AX201511,,,,,,,
AX304260,14,0,0,2020-02-01,FY57,AX201510,,,,,,,
AX009983,2,0,0,2020-02-01,FY57,AX203487,,,,,,,
AX013845,4,0,0,2020-02-01,FY57,AX203486,,,,,,,
AX013844,2,0,0,2020-02-01,FY57,AX203485,,,,,,,
AX005391,5,0,0,2020-02-01,FY57,AX206189,,,,,,,
AX005860,8,0,0,2020-02-01,FY57,AX207083,,,,,,,
AX005858,2,0,0,2020-02-01,FY57,AX210143,,,,,,,
AX007634,7,0,0,2020-02-01,FY57,AX210142,,,,,,,
AX011583,6,0,0.77,2020-02-01,FY57,AX210664,,,,,,,
AX011582,8,0,0.45,2020-02-01,FY57,AX209142,,,,,,,
AX013315,10,0,0.54,2020-02-01,FY57,AX207070,,,,,,,
AX013314,11,0,0.97,2020-02-01,FY57,AX210141,,,,,,,
AX100510,7,0,0,2020-02-01,FY57,AX209518,,,,,,,
AX100241,10,0,0,2020-02-01,FY57,AX209517,,,,,,,
AX100944,2,0,0,2020-02-01,FY57,AX207071,,,,,,,
AX100943,10,0,0,2020-02-01,FY57,AX213405,,,,,,,
AX103409,10,0,0,2020-02-01,FY57,AX213406,,,,,,,
AX111065,12,0,0.74,2020-02-01,FY57,AX213407,,,,,,,
AX111064,10,0,0,2020-02-01,FY57,AX215235,,,,,,,
AX111066,11,0,0,2020-02-01,FY57,AX213856,,,,,,,
AX114444,9,0,0.74,2020-02-01,FY57,AX215615,,,,,,,
AX114445,2,0,0,2020-02-01,FY57,AX213852,,,,,,,
AX116254,8,0,0,2020-02-01,FY57,AX213853,,,,,,,
AX116253,11,0,1.55,2020-02-01,FY57,AX216452,,,,,,,
AX116043,4,0,0,2020-02-01,FY57,AX216453,,,,,,,
AX116252,14,0,0.45,2020-02-01,FY57,AX216454,,,,,,,
AX119398,10,0,0,2020-02-01,FY57,AX219554,,,,,,,
AX119397,1,0,0,2020-02-01,FY57,AX222286,,,,,,,
AX118798,9,0,0.76,2020-02-01,FY57,AX222840,,,,,,,
AX118797,8,0,0.6,2020-02-01,FY57,AX222841,,,,,,,
AX119547,6,0,0.8,2020-02-01,FY57,AX226776,,,,,,,
AX122737,0,0,0.1,2020-02-01,FY57,AX226778,,,,,,,
AX122735,1,0,0,2020-02-01,FY57,AX230823,,,,,,,
AX122733,22,0,1.05,2020-02-01,FY57,AX231644,,,,,,,
AX122734,2,0,0,2020-02-01,FY57,AX231649,,,,,,,
AX122736,3,0,0,2020-02-01,FY57,AX232882,,,,,,,
AX124241,1,0,0,2020-02-01,FY57,AX232883,,,,,,,
AX124242,0,0,4.28,2020-02-01,FY57,AX232885,,,,,,,
AX126061,2,0,1.22,2020-02-01,FY57,AX231347,,,,,,,
AX125850,13,0,0.56,2020-02-01,FY57,AX231346,,,,,,,
AX125849,2,0,0,2020-02-01,FY57,AX301777,,,,,,,
AX126060,13,0,0.84,2020-02-01,FY57,AX302969,,,,,,,
AX128068,8,3.78,0,2020-03-01,FY57,AX301779,,,,,,,
AX128067,2,0,0,2020-03-01,FY57,AX301778,,,,,,,
AX206429,0,0.15,0,2020-03-01,FY57,AX306573,,,,,,,
AX207794,2,0,0,2020-03-01,FY57,AX313820,,,,,,,
AX207795,5,1.17,0,2020-03-01,FY57,AX311211,,,,,,,
AX206428,8,0,0,2020-03-01,FY57,AX311539,,,,,,,
AX216168,0,5.45,0,2020-03-01,FY57,AX318968,,,,,,,
AX216174,1,0,0,2020-03-01,FY57,AX318969,,,,,,,
AX216169,2,0,0,2020-03-01,FY57,AX323327,,,,,,,
AX216170,2,0,0,2020-03-01,FY57,AX328264,,,,,,,
AX216173,4,1.82,0,2020-03-01,FY57,AX328263,,,,,,,
AX216171,1,0,0,2020-03-01,FY57,AX323330,,,,,,,
AX216176,10,0.6,0,2020-03-01,FY57,AX333168,,,,,,,
AX216175,4,0,0,2020-03-01,FY57,AX340405,,,,,,,
AX216172,3,0,0,2020-03-01,FY57,AX333167,,,,,,,
AX304264,7,0,0,2020-03-01,FY57,AX321918,,,,,,,
AX330439,3,0,0,2020-03-01,FY57,AX342048,,,,,,,
AX332809,1,0,0,2020-03-01,FY57,AX357823,,,,,,,
AX332635,2,0,0,2020-03-01,FY57,AX353925,,,,,,,
AX364013,7,1.36,0,2020-03-01,FY57,AX353922,,,,,,,
AX446367,5,0,0,2020-03-01,FY57,AX357822,,,,,,,
AX405965,8,4.07,0,2020-03-01,FY57,AX353923,,,,,,,
AX326904,10,2.43,0,2020-03-01,FY57,AX355453,,,,,,,
AX326905,10,3.85,0,2020-03-01,FY57,AX357824,,,,,,,
AX335952,3,0,0,2020-03-01,FY57,AX353926,,,,,,,
AX010700,16,0,0,2020-03-01,FY57,AX353924,,,,,,,
AX202895,1,0,0,2020-03-01,FY57,AX354476,,,,,,,
AX224105,10,0,0,2020-03-01,FY57,AX361306,,,,,,,
AX900919,1,0,0,2020-03-01,FY57,AX357825,,,,,,,
AX906378,0,1.64,0,2020-03-01,FY57,AX361757,,,,,,,
AX913089,7,3.43,0,2020-03-01,FY57,AX361758,,,,,,,
AX000999,3,0.3,0,2020-03-01,FY57,AX413643,,,,,,,
AX001717,26,0,0,2020-03-01,FY57,AX414248,,,,,,,
AX001716,9,2.78,0,2020-03-01,FY57,AX411514,,,,,,,
AX005536,7,0,0,2020-03-01,FY57,AX415185,,,,,,,
AX005287,1,0,0,2020-03-01,FY57,AX413644,,,,,,,
AX005883,1,0,0,2020-03-01,FY57,AX413642,,,,,,,
AX007591,7,0,0,2020-03-01,FY57,AX413641,,,,,,,
AX008703,0,0,0.78,2020-04-01,FY58,AX415831,,,,,,,
AX010478,9,2.21,0,2020-04-01,FY58,AX413645,,,,,,,
AX010857,8,0,0,2020-04-01,FY58,AX415832,,,,,,,
AX011339,24,0,0,2020-04-01,FY58,AX413640,,,,,,,
AX013312,1,0,0,2020-04-01,FY58,AX439499,,,,,,,
AX013032,17,1.3,0.61,2020-04-01,FY58,AX436197,,,,,,,
AX013925,7,0,0,2020-04-01,FY58,AX434107,,,,,,,
AX014309,6,0.51,0,2020-04-01,FY58,AX434106,,,,,,,
AX013926,2,0,0,2020-04-01,FY58,AX405164,,,,,,,
AX014783,4,2.74,0,2020-04-01,FY58,AX405165,,,,,,,
AX100511,9,2.13,0,2020-04-01,FY58,AX405163,,,,,,,
AX100512,2,0,0,2020-04-01,FY58,AX407806,,,,,,,
AX101500,1,0,0,2020-04-01,FY58,AX406676,,,,,,,
AX102644,15,0,0,2020-04-01,FY58,AX434110,,,,,,,
AX101574,3,0,0,2020-04-01,FY58,AX434109,,,,,,,
AX104240,4,1.32,0,2020-04-01,FY58,AX434133,,,,,,,
AX105281,16,0,0,2020-04-01,FY58,AX434108,,,,,,,
AX106474,3,0,0,2020-04-01,FY58,AX439497,,,,,,,
AX105628,2,0,0,2020-04-01,FY58,AX439498,,,,,,,
AX108117,17,0,0.86,2020-04-01,FY58,AX432612,,,,,,,
AX108993,7,2.13,0,2020-04-01,FY58,AX432615,,,,,,,
AX109124,2,0,0,2020-04-01,FY58,AX432613,,,,,,,
AX107765,3,0,0,2020-04-01,FY58,AX432614,,,,,,,
AX108118,2,0.42,0,2020-04-01,FY58,AX431173,,,,,,,
AX111293,7,0,0,2020-04-01,FY58,AX431174,,,,,,,
AX111745,5,0,0,2020-04-01,FY58,AX201901,,,,,,,
AX112778,4,0,0,2020-04-01,FY58,AX201902,,,,,,,
AX112539,5,0,0,2020-04-01,FY58,AX202002,,,,,,,
AX114611,8,0,0,2020-04-01,FY58,AX202001,,,,,,,
AX114610,16,0,0,2020-04-01,FY58,AX202102,,,,,,,
AX113116,2,0,0,2020-04-01,FY58,AX202202,,,,,,,
AX115665,0,0,2.37,2020-04-01,FY58,AX202302,,,,,,,
AX121352,0,5.81,0,2020-04-01,FY58,AX202402,,,,,,,
AX122566,4,0,0,2020-04-01,FY58,AX010269,,,,,,,
AX122738,7,0,0,2020-04-01,FY58,AX901550,,,,,,,
AX126614,1,0,0,2020-04-01,FY58,AX910384,,,,,,,
AX127573,3,0,0,2020-04-01,FY58,AX319442,,,,,,,
AX127796,14,0,0.21,2020-04-01,FY58,AX809125,,,,,,,
AX127572,7,2.49,0,2020-04-01,FY58,AX125581,,,,,,,
AX127574,5,0,0,2020-04-01,FY58,AX200012,,,,,,,
AX202378,8,0,0,2020-04-01,FY58,AX207082,,,,,,,
AX202379,13,0,0.51,2020-04-01,FY58,AX207069,,,,,,,
AX200016,19,0,1.16,2020-05-01,FY58,AX209412,,,,,,,
AX200015,8,0,0,2020-05-01,FY58,AX217125,,,,,,,
AX200014,24,0,3.43,2020-05-01,FY58,AX217872,,,,,,,
AX203748,4,0,0,2020-05-01,FY58,AX222281,,,,,,,
AX203749,5,0,0,2020-05-01,FY58,AX235007,,,,,,,
AX203750,8,0,0,2020-05-01,FY58,AX305616,,,,,,,
AX206535,15,0,0,2020-05-01,FY58,AX305615,,,,,,,
AX206856,5,0,0,2020-05-01,FY58,AX324750,,,,,,,
AX209521,5,0,0,2020-05-01,FY58,AX340407,,,,,,,
AX209520,7,0,0,2020-05-01,FY58,AX340406,,,,,,,
AX209519,2,0,0.53,2020-05-01,FY58,AX342049,,,,,,,
AX115680,18,0,2.09,2020-05-01,FY58,AX401982,,,,,,,
AX011788,3,0,0,2020-05-01,FY58,AX401981,,,,,,,
AX011176,13,0,2.65,2020-05-01,FY58,AX201900,,,,,,,
AX011992,7,0,0,2020-05-01,FY58,AX010270,,,,,,,
AX101765,12,0,0,2020-05-01,FY58,AX010268,,,,,,,
AX811705,2,0,0.9,2020-05-01,FY58,AX010271,,,,,,,
AX811363,2,0,0.5,2020-05-01,FY58,AX220487,,,,,,,
AX903007,20,0,1.55,2020-05-01,FY58,AX220486,,,,,,,
AX903008,2,0,0,2020-05-01,FY58,AX220485,,,,,,,
AX014395,8,0,0.68,2020-05-01,FY58,AX904214,,,,,,,
AX015520,7,0,0.51,2020-05-01,FY58,AX904476,,,,,,,
AX015031,6,0,0,2020-05-01,FY58,AX908606,,,,,,,
AX100240,0,0,0.65,2020-05-01,FY58,AX218743,,,,,,,
AX100239,23,0,0.52,2020-05-01,FY58,AX401987,,,,,,,
AX102700,10,0,0.57,2020-05-01,FY58,AX401986,,,,,,,
AX101764,1,0,0.25,2020-05-01,FY58,AX401984,,,,,,,
AX107273,8,0,0,2020-05-01,FY58,AX401983,,,,,,,
AX105993,0,0,0.54,2020-05-01,FY58,AX401160,,,,,,,
AX105992,2,0,0,2020-05-01,FY58,AX401159,,,,,,,
AX107272,3,0,0,2020-05-01,FY58,AX401985,,,,,,,
AX109594,11,0,0,2020-05-01,FY58,AX407805,,,,,,,
AX109592,0,0,5.22,2020-05-01,FY58,AX405999,,,,,,,
AX109595,1,0,0,2020-05-01,FY58,AX405997,,,,,,,
AX109596,11,0,0.73,2020-05-01,FY58,AX405998,,,,,,,
AX110418,2,0,0,2020-05-01,FY58,AX012217,,,,,,,
AX110417,3,0,0,2020-05-01,FY58,AX229971,,,,,,,
AX113444,5,0,0,2020-05-01,FY58,AX206887,,,,,,,
AX114453,5,0,0,2020-05-01,FY58,AX324553,,,,,,,
AX116169,10,0,0.8,2020-05-01,FY58,AX344641,,,,,,,
AX123272,11,0,0.81,2020-05-01,FY58,AX344640,,,,,,,
AX123271,10,0,0,2020-05-01,FY58,AX010480,,,,,,,
AX122739,19,0,1.29,2020-05-01,FY58,AX012218,,,,,,,
AX124676,10,0,0.53,2020-05-01,FY58,AX010272,,,,,,,
AX124677,5,0,0,2020-05-01,FY58,AX121031,,,,,,,
AX125847,9,0,1.32,2020-05-01,FY58,AX121030,,,,,,,
AX125846,8,0,1.79,2020-05-01,FY58,AX120734,,,,,,,
AX126615,10,0,0.89,2020-05-01,FY58,AX107677,,,,,,,
AX125474,10,0,0,2020-05-01,FY58,AX311540,,,,,,,
AX126616,7,0,0,2020-05-01,FY58,AX319443,,,,,,,
AX201511,3,0,0,2020-06-01,FY58,AX319444,,,,,,,
AX201510,20,0,1.39,2020-06-01,FY58,AX909104,,,,,,,
AX203487,5,0,0,2020-06-01,FY58,AX908586,,,,,,,
AX203486,8,0,0.34,2020-06-01,FY58,AX910256,,,,,,,
AX203485,14,0,0.44,2020-06-01,FY58,AX909968,,,,,,,
AX206189,7,0,0,2020-06-01,FY58,AX911980,,,,,,,
AX206661,0,0,0.85,2020-06-01,FY58,AX359758,,,,,,,
AX207083,10,0,1,2020-06-01,FY58,AX013827,,,,,,,
AX210143,13,0,0.92,2020-06-01,FY58,AX901084,,,,,,,
AX210142,4,0,1.62,2020-06-01,FY58,AX907923,,,,,,,
AX210664,13,0,0.94,2020-06-01,FY58,AX323329,,,,,,,
AX209142,11,0,0,2020-06-01,FY58,AX007963,,,,,,,
AX207070,18,0,0,2020-06-01,FY58,AX231340,,,,,,,
AX210141,14,0,0.65,2020-06-01,FY58,AX324751,,,,,,,
AX209518,5,0,0,2020-06-01,FY58,AX324752,,,,,,,
AX209517,4,0,0.69,2020-06-01,FY58,AX011576,,,,,,,
AX207071,2,0,0,2020-06-01,FY58,AX009100,,,,,,,
AX213405,2,0,0,2020-06-01,FY58,AX002380,,,,,,,
AX213406,16,0,0.85,2020-06-01,FY58,AX009204,,,,,,,
AX213407,3,0,0,2020-06-01,FY58,AX111186,,,,,,,
AX215235,9,0,0.24,2020-06-01,FY58,AX111226,,,,,,,
AX213856,8,0,0,2020-06-01,FY58,AX110040,,,,,,,
AX215615,11,0,3.23,2020-06-01,FY58,AX111227,,,,,,,
AX213852,4,0,0.26,2020-06-01,FY58,AX111183,,,,,,,
AX213853,0,0,3.02,2020-06-01,FY58,AX111184,,,,,,,
AX216452,2,0,0,2020-06-01,FY58,AX200013,,,,,,,
AX216453,10,0,0,2020-06-01,FY58,AX900861,,,,,,,
AX216454,2,0,0,2020-06-01,FY58,AX811181,,,,,,,
AX219554,2,0,0,2020-06-01,FY58,AX909172,,,,,,,
AX222286,1,0,0,2020-06-01,FY58,AX911963,,,,,,,
AX222840,8,0,0,2020-06-01,FY58,AX005743,,,,,,,
AX222841,6,0,0,2020-06-01,FY58,AX008434,,,,,,,
AX226776,8,0,0.87,2020-06-01,FY58,AX106439,,,,,,,
AX226778,11,0,0.84,2020-06-01,FY58,AX415247,,,,,,,
AX230823,4,0,0,2020-06-01,FY58,AX415248,,,,,,,
AX231644,10,0,1.09,2020-07-01,FY58,AX904213,,,,,,,
AX231649,3,0,0,2020-07-01,FY58,AX904477,,,,,,,
AX232882,9,0,1.2,2020-07-01,FY58,AX905567,,,,,,,
AX232883,9,0,1.23,2020-07-01,FY58,AX905566,,,,,,,
AX232885,4,0,0,2020-07-01,FY58,AX439496,,,,,,,
AX231347,4,0,0.17,2020-07-01,FY58,AX902314,,,,,,,
AX231346,3,0,0,2020-07-01,FY58,AX905599,,,,,,,
AX301777,5,0,0.3,2020-07-01,FY58,AX905601,,,,,,,
AX302969,13,0,0,2020-07-01,FY58,AX911520,,,,,,,
AX301779,8,0,0.65,2020-07-01,FY58,AX911519,,,,,,,
AX301778,37,0,0,2020-07-01,FY58,AX010740,,,,,,,
AX306573,18,0,1.51,2020-07-01,FY58,AX012987,,,,,,,
AX313820,4,0,0,2020-07-01,FY58,AX100081,,,,,,,
AX311211,4,0,0,2020-07-01,FY58,AX100242,,,,,,,
AX311539,2,0,0,2020-07-01,FY58,AX102024,,,,,,,
AX318968,7,0,0,2020-07-01,FY58,AX107539,,,,,,,
AX318969,8,0,0,2020-07-01,FY58,AX106473,,,,,,,
AX323327,8,0,0,2020-07-01,FY58,AX105627,,,,,,,
AX328264,3,0,2.71,2020-07-01,FY58,AX110416,,,,,,,
AX328263,3,0,1.9,2020-07-01,FY58,AX120971,,,,,,,
AX323330,10,0,0,2020-07-01,FY58,AX118803,,,,,,,
AX333168,6,0,0.48,2020-07-01,FY58,AX118802,,,,,,,
AX340405,2,0,0.96,2020-07-01,FY58,AX119548,,,,,,,
AX333167,1,0,0.14,2020-07-01,FY58,AX119549,,,,,,,
AX321918,13,0,0.63,2020-07-01,FY58,AX119550,,,,,,,
AX342048,10,0,0,2020-07-01,FY58,AX119551,,,,,,,
AX357823,15,0,0.42,2020-07-01,FY58,AX119400,,,,,,,
AX353925,4,0,0.86,2020-07-01,FY58,AX123924,,,,,,,
AX353922,7,0,0,2020-07-01,FY58,AX123036,,,,,,,
AX357822,0,0,4.88,2020-07-01,FY58,AX808579,,,,,,,
AX353923,0,0,0.1,2020-07-01,FY58,AX002635,,,,,,,
AX355453,3,0,0,2020-07-01,FY58,AX907812,,,,,,,
AX357824,0,0,0.71,2020-07-01,FY58,AX001264,,,,,,,
AX353926,6,0,0,2020-07-01,FY58,AX315794,,,,,,,
AX353924,2,0,0.34,2020-07-01,FY58,AX405966,,,,,,,
AX354476,0,0,1.03,2020-07-01,FY58,AX409172,,,,,,,
AX361306,12,0,0.65,2020-07-01,FY58,AX444648,,,,,,,
AX357825,7,0,0,2020-08-01,FY58,AX910786,,,,,,,
AX361757,7,0,0,2020-08-01,FY58,AX006911,,,,,,,
AX361758,17,0,0,2020-08-01,FY58,AX012652,,,,,,,
AX413643,3,0,0,2020-08-01,FY58,AX014129,,,,,,,
AX414248,8,0,0,2020-08-01,FY58,AX101954,,,,,,,
AX411514,5,0,0,2020-08-01,FY58,AX105030,,,,,,,
AX415185,9,0,0,2020-08-01,FY58,AX117547,,,,,,,
AX413644,6,0,0,2020-08-01,FY58,AX907789,,,,,,,
AX413642,5,0,0.09,2020-08-01,FY58,AX913055,,,,,,,
AX413641,2,0,0,2020-08-01,FY58,AX907953,,,,,,,
AX415831,5,0,0,2020-08-01,FY58,AX909749,,,,,,,
AX413645,3,0,0,2020-08-01,FY58,AX913556,,,,,,,
AX415832,24,0,0,2020-08-01,FY58,AX904903,,,,,,,
AX413640,9,0,0,2020-08-01,FY58,AX906056,,,,,,,
AX439499,2,0,0,2020-08-01,FY58,AX912742,,,,,,,
AX436197,2,0,0,2020-08-01,FY58,AX002339,,,,,,,
AX434107,10,0,0,2020-08-01,FY58,AX811660,,,,,,,
AX434106,9,0,0.26,2020-08-01,FY58,AX910239,,,,,,,
AX405164,9,0,0.87,2020-08-01,FY58,AX913559,,,,,,,
AX405165,8,0,0,2020-08-01,FY58,AX912647,,,,,,,
AX405163,7,0,0,2020-08-01,FY58,AX004875,,,,,,,
AX407806,6,0,0,2020-08-01,FY58,AX005857,,,,,,,
AX406676,14,0,0,2020-08-01,FY58,AX009943,,,,,,,
AX434110,2,0,0,2020-08-01,FY58,AX103408,,,,,,,
AX434109,2,0,0,2020-08-01,FY58,AX118800,,,,,,,
AX434133,1,0,0,2020-08-01,FY58,AX202283,,,,,,,
AX434108,1,0,0,2020-08-01,FY58,AX440349,,,,,,,
AX439497,19,0,0.99,2020-09-01,FY58,AX004025,,,,,,,
AX439498,3,0,0,2020-09-01,FY58,AX004041,,,,,,,
AX432612,7,0,0,2020-09-01,FY58,AX004699,,,,,,,
AX432615,3,0,0,2020-09-01,FY58,AX004700,,,,,,,
AX432613,3,0,0,2020-09-01,FY58,AX446369,,,,,,,
AX432614,3,0,0,2020-09-01,FY58,AX439001,,,,,,,
AX431173,1,0,0,2020-09-01,FY58,AX444653,,,,,,,
AX431174,5,0,0,2020-09-01,FY58,AX909392,,,,,,,
AX201901,3,0,0,2020-09-01,FY58,AX126191,,,,,,,
AX201902,3,0,0,2020-09-01,FY58,AX446371,,,,,,,
AX202002,4,0,0,2020-09-01,FY58,AX411825,,,,,,,
AX202001,4,0,0,2020-09-01,FY58,AX230826,,,,,,,
AX202102,3,0,0.47,2020-09-01,FY58,AX306769,,,,,,,
AX202103,4,0,0,2020-09-01,FY58,AX211952,,,,,,,
AX202203,6,0,0,2020-09-01,FY58,AX213399,,,,,,,
AX202202,3,0,0,2020-09-01,FY58,AX227761,,,,,,,
AX202302,3,0,0.09,2020-09-01,FY58,AX304029,,,,,,,
AX202303,2,0,0,2020-09-01,FY58,AX306578,,,,,,,
AX202403,5,0,0,2020-09-01,FY58,AX306455,,,,,,,
AX202402,5,0,0,2020-09-01,FY58,AX336858,,,,,,,
AX210948,17,0,0,2020-09-01,FY58,AX335947,,,,,,,
AX218253,7,0,1.18,2020-09-01,FY58,AX335948,,,,,,,
AX227679,8,0,0.07,2020-09-01,FY58,AX335949,,,,,,,
AX230364,11,0,0,2020-09-01,FY58,AX413155,,,,,,,
AX330436,10,0,0,2020-09-01,FY58,AX407804,,,,,,,
AX330435,11,0,1.19,2020-09-01,FY58,AX902599,,,,,,,
AX330432,13,0,1,2020-09-01,FY58,AX202282,,,,,,,
AX330433,8,0,0,2020-09-01,FY58,AX913593,,,,,,,
AX330434,13,0,0.95,2020-09-01,FY58,AX913555,,,,,,,
AX330431,2,0,0,2020-09-01,FY58,AX913462,,,,,,,
AX441507,2,0,0,2020-09-01,FY58,AX007705,,,,,,,
AX441506,2,0,0,2020-09-01,FY58,AX218736,,,,,,,
AX012630,9,0,0.26,2020-09-01,FY58,AX218737,,,,,,,
AX012629,4,0,0,2020-09-01,FY58,AX335958,,,,,,,
AX012631,3,0,0,2020-09-01,FY58,AX335957,,,,,,,
AX902515,7,0,0,2020-09-01,FY58,AX330651,,,,,,,
AX903607,5,0,1.09,2020-09-01,FY58,AX811657,,,,,,,
AX903589,1,0,0,2020-09-01,FY58,AX811659,,,,,,,
AX905510,2,0,0,2020-09-01,FY58,AX811666,,,,,,,
AX004602,0,0,2.37,2020-09-01,FY58,AX903085,,,,,,,
AX113730,2,0,0,2020-09-01,FY58,AX903084,,,,,,,
AX126189,14,0,0.67,2020-09-01,FY58,AX906053,,,,,,,
AX126188,7,0,0.52,2020-09-01,FY58,AX906052,,,,,,,
AX126187,3,0,0,2020-09-01,FY58,AX908076,,,,,,,
AX126185,2,0,0,2020-09-01,FY58,AX908077,,,,,,,
AX126186,2,0,0.65,2020-09-01,FY58,AX912831,,,,,,,
AX913889,7,0,0.63,2020-09-01,FY58,AX912743,,,,,,,
AX004923,4,0,0.97,2020-10-01,FY58,AX002191,,,,,,,
AX007608,7,0,0,2020-10-01,FY58,AX002192,,,,,,,
AX014248,7,0,0.81,2020-10-01,FY58,AX002193,,,,,,,
AX102156,8,0,0,2020-10-01,FY58,AX002194,,,,,,,
AX901180,1,0,0,2020-10-01,FY58,AX007810,,,,,,,
AX808199,14,0,1.51,2020-10-01,FY58,AX007809,,,,,,,
AX001575,3,0,0,2020-10-01,FY58,AX008921,,,,,,,
AX000448,9,0,0.43,2020-10-01,FY58,AX008922,,,,,,,
AX000449,7,0,1.01,2020-10-01,FY58,AX011668,,,,,,,
AX001443,23,0,3.99,2020-10-01,FY58,AX011669,,,,,,,
AX001855,4,0,0.41,2020-10-01,FY58,AX013824,,,,,,,
AX202598,10,0,1.23,2020-10-01,FY58,AX013823,,,,,,,
AX202599,5,0,0,2020-10-01,FY58,AX015071,,,,,,,
AX210949,3,0,0,2020-10-01,FY58,AX015030,,,,,,,
AX218252,6,0,0,2020-10-01,FY58,AX100616,,,,,,,
AX441154,8,0,0,2020-10-01,FY58,AX100244,,,,,,,
AX224108,8,0,0,2020-10-01,FY58,AX100243,,,,,,,
AX348422,8,0,0.23,2020-10-01,FY58,AX100617,,,,,,,
AX009946,13,0,1.26,2020-10-01,FY58,AX101249,,,,,,,
AX010269,3,0,0,2020-10-01,FY58,AX101248,,,,,,,
AE908190,7,0,0.49,2020-10-01,FY58,AX102178,,,,,,,
AX904161,0,0,1.96,2020-10-01,FY58,AX102179,,,,,,,
AX439093,5,0,0,2020-10-01,FY58,AX104237,,,,,,,
AX901550,3,0,0,2020-10-01,FY58,AX103277,,,,,,,
AX811661,8,0,0,2020-10-01,FY58,AX106311,,,,,,,
